3. Kyu<br><br>tachi waza<br>gyaku hanmi katate dori<br>sankyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=3">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=YxSV71GUqFs&t=258">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=uUjkWiaf3BI&t=286">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=bYtGQgp21gk&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=LaSilceurNY&t=406">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>gyaku hanmi katate dori<br>ude garami	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=27">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=YxSV71GUqFs&t=258">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=BonMjaHqay4&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=u8WD-0W-pP4&t=669">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>ryote dori<br>ikkyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=64">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=EJVxiyWvt3I&t=99">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=84">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=W3966IKbPlE&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=LaSilceurNY&t=627">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>ryote dori<br>shiho nage	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=83">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=EJVxiyWvt3I&t=232">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=K6vZ7ok8AKg&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=LaSilceurNY&t=846">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>ryote dori<br>irmi nage	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=97">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=EJVxiyWvt3I&t=274">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=uUjkWiaf3BI&t=728">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=OqZJfg7SBq0&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=LaSilceurNY&t=930">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>kata dori<br>sankyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=39">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=EJVxiyWvt3I&t=445">Aikido Zentrum Basel</a><br><a href="https://www.youtube.com/watch/?v=uUjkWiaf3BI&t=372">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=XlMJQMbfKo8&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=905">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>shomen uchi<br>sankyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=105">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=520">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=UpkQJjEhHhc&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2044">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>yokomen uchi<br>kote gaeshi	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=129">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=797">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=nRCBMNb7Go4&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2312">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>yokomen uchi<br>shiho nage	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=141">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=3Fhyh63D4IM&t=490">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=8_zv1Uk4uXM&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2267">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>yokomen uchi<br>irmi nage	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=156">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=gZvhR_ntxLs&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2237">Karl Ruben Sensei</a><br>
3. Kyu<br><br>tachi waza<br>yokomen uchi<br>ude kime nage	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=165">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=3Fhyh63D4IM&t=658">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=av3cy-785U0&t=0">François Pichereau Sensei</a><br>
3. Kyu<br><br>ushiro waza<br>ushiro ryote dori<br>ikkyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=179">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=193">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=IrHylGtoJJQ&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2351">Karl Ruben Sensei</a><br>
3. Kyu<br><br>ushiro waza<br>ushiro ryote dori<br>nikyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=202">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=452">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=t_f54SvJ5IM&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2426">Karl Ruben Sensei</a><br>
3. Kyu<br><br>ushiro waza<br>ushiro ryote dori<br>sankyo	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=230">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=3Fhyh63D4IM&t=352">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=Ov7c2t1MCG4&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2507">Karl Ruben Sensei</a><br>
3. Kyu<br><br>ushiro waza<br>ushiro ryote dori<br>kote gaeshi	<a href="https://www.youtube.com/watch/?v=3NGQz--VK0E&t=257">Bodo Rödel Sensei</a><br><br><a href="https://www.youtube.com/watch/?v=qbRbx-ntIC0&t=752">Christian Tissier Sensei</a><br><a href="https://www.youtube.com/watch/?v=iu9-_ZpEWOU&t=0">François Pichereau Sensei</a><br><a href="https://www.youtube.com/watch/?v=bi8t_-kLil8&t=2668">Karl Ruben Sensei</a><br>
